Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Score,Footnote,Measure Start Date,Measure End Date,Location
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,1/1/2015,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CLABSI Lower Confidence Limit,HAI_1a_CI_LOWER,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CLABSI Upper Confidence Limit,HAI_1a_CI_UPPER,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CLABSI Central Line Days,HAI_1a_DOPC_DAYS,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CLABSI Predicted Cases,HAI_1a_ELIGCASES,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CLABSI Observed Cases,HAI_1a_NUMERATOR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Central line-associated blood stream infections (CLABSI) in ICUs only,HAI_1a_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,No Different than National Benchmark,Not Available,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,1/1/2015,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,No Different than National Benchmark,1.345,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,1/1/2015,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CAUTI: Number of Procedures,HAI_2_DOPC_DAYS,No Different than National Benchmark,1539,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,1/1/2015,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CAUTI: Predicted Cases,HAI_2_ELIGCASES,No Different than National Benchmark,2.228,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,1/1/2015,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CAUTI: Observed Cases,HAI_2_NUMERATOR,No Different than National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,1/1/2015,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,1/1/2015,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,No Different than National Benchmark,Not Available,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,No Different than National Benchmark,1.471,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CAUTI Urinary Catheter Days,HAI_2a_DOPC_DAYS,No Different than National Benchmark,1567,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CAUTI Predicted Cases,HAI_2a_ELIGCASES,No Different than National Benchmark,2.037,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,CAUTI Observed Cases,HAI_2a_NUMERATOR,No Different than National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,No Different than National Benchmark,0,8 - The lower limit of the confidence interval cannot be calculated if the number of observed infections equals zero.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.157,,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.193,,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,16347,,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,8.086,,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,4,,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,0.495,,7/1/2014,6/30/2015,"200 MED CENTER DRIVE
FORT PAYNE, AL 35968
"
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,AL,36278,RANDOLPH,2563572111,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,1/1/2015,6/30/2015,"209 NORTH MAIN STREET
WEDOWEE, AL 36278
"
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,AL,36278,RANDOLPH,2563572111,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,1/1/2015,6/30/2015,"209 NORTH MAIN STREET
WEDOWEE, AL 36278
"
